customer_id,customer_name,city,state,signup_date
10055,Rohan Kapoor,Kolkata,Gujarat,19-03-2025
10056,Mohanlal Rout,Panchkula,Gujarat,05-06-2022
10057,Farhan Handa,Mahbubnagar,Gujarat,13-10-2024
10058,Purab Master,Alwar,Tamil Nadu,10-10-2021
10059,Elakshi Agate,Ongole,Gujarat,20-12-2022
10060,Shaan Raman,Bardhaman,Maharashtra,21-04-2025
10061,Saksham Mahal,Rohtak,Kerala,22-10-2024
10062,Reyansh Raja,Gorakhpur,Rajasthan,11-02-2021
10063,Seher Sarkar,Bongaigaon,Karnataka,22-04-2022
10064,Dishani Tara,Vijayawada,Kerala,18-10-2025
10065,Jivin Gade,Shimoga,Uttar Pradesh,11-08-2021
10066,Shayak Bir,Nellore,Delhi,06-01-2025
10067,Vardaniya Upadhyay,Chennai,Uttar Pradesh,01-11-2024
10068,Tara Randhawa,Arrah,Delhi,11-02-2022
10069,Shayak Ben,Durg,Tamil Nadu,21-02-2023
10070,Tejas Hans,Secunderabad,West Bengal,14-02-2024
10071,Onkar Kari,Warangal,Tamil Nadu,17-01-2022
10072,Kanav Gala,Kalyan-Dombivli,Tamil Nadu,13-02-2023
10073,Hazel Madan,Sultan Pur Majra,Karnataka,05-08-2022
10074,Devansh Jaggi,Darbhanga,Tamil Nadu,28-10-2025
10075,Kiara Kothari,Thrissur,West Bengal,14-03-2023
10076,Abram Dash,Madhyamgram,Punjab,25-10-2021
10077,Riya Handa,Chandrapur,Karnataka,08-02-2024
10078,Samiha Kohli,Dehri,Uttar Pradesh,19-03-2023
10079,Kashvi Mane,Sambalpur,West Bengal,01-03-2024
10080,Renee Gola,Dhanbad,Rajasthan,06-08-2022
10081,Kaira Wagle,Udupi,Uttar Pradesh,28-11-2024
10082,Hiran Grewal,Bathinda,Delhi,16-04-2021
10083,Sahil Swaminathan,Mangalore,Karnataka,15-01-2024
10084,Shray Shanker,Bhilai,West Bengal,13-02-2021
10085,Kaira Sekhon,Gudivada,Punjab,22-01-2022
10086,Rohan Barad,Mangalore,Karnataka,15-03-2022
10087,Vanya Bora,Arrah,West Bengal,05-07-2022
10088,Shalv Sha,Kumbakonam,Tamil Nadu,17-10-2023
10089,Alisha Shere,Maheshtala,Maharashtra,05-03-2022
10090,Bhamini Gaba,Hubli–Dharwad,West Bengal,13-04-2023
10091,Sumer Kar,Raurkela Industrial Township,Delhi,20-02-2025
10092,Ojas Sandal,Erode,Delhi,24-08-2024
10093,Tanya Chakraborty,Ramagundam,West Bengal,07-12-2024
10094,Azad Taneja,Sultan Pur Majra,Tamil Nadu,30-10-2022
10095,Siya Kuruvilla,Bongaigaon,Gujarat,19-02-2023
10096,Shlok Mandal,Bhagalpur,Maharashtra,15-10-2022
10097,Shayak Sastry,Varanasi,Uttar Pradesh,02-07-2024
10098,Hansh Kalita,South Dumdum,West Bengal,29-04-2025
10099,Yasmin Barad,Gwalior,West Bengal,01-07-2023
10100,Samar Gade,Kharagpur,Gujarat,01-06-2023
10101,Aaina Sheth,Visakhapatnam,West Bengal,21-05-2023
10102,Shalv Rattan,Shivpuri,Uttar Pradesh,19-05-2021
10103,Myra Devi,Bhiwani,Punjab,06-01-2025
10104,Neysa Khanna,Aligarh,Delhi,17-11-2025
10105,Oorja Jha,Alwar,Punjab,17-01-2021
10106,Lakshit Saraf,Vasai-Virar,Gujarat,26-11-2021
10107,Ranbir Tandon,Thrissur,Gujarat,19-03-2023
10108,Shamik Subramaniam,Asansol,Maharashtra,02-02-2024
10109,Hridaan Sant,Siliguri,Delhi,13-03-2024
10110,Rati Baria,Yamunanagar,Maharashtra,20-04-2024
10111,Riaan Chandran,Unnao,Maharashtra,23-04-2024
10112,Ritvik Solanki,Bhubaneswar,Rajasthan,23-07-2022
10113,Ryan Dasgupta,Narasaraopet,Karnataka,18-05-2022
10114,Nakul Badal,Kolkata,West Bengal,04-10-2022
10115,Fateh Bajwa,Raebareli,Uttar Pradesh,21-10-2024
10116,Aaina Kunda,Burhanpur,Karnataka,18-11-2024
10117,Biju Dhar,Avadi,Punjab,21-10-2021
10118,Anya Rao,Suryapet,Rajasthan,05-06-2025
10119,Kashvi Taneja,Kochi,Uttar Pradesh,05-10-2022
10120,Aniruddh Bawa,Kolkata,Maharashtra,03-03-2024
10121,Devansh Doctor,Jorhat,Uttar Pradesh,28-03-2022
10122,Amani Chahal,Madanapalle,Maharashtra,03-09-2021
10123,Rasha Manda,Ongole,Maharashtra,30-01-2023
10124,Saanvi Chowdhury,Chandigarh,Tamil Nadu,13-02-2024
10125,Lavanya Chakraborty,Delhi,Delhi,16-06-2025
10126,Raghav Saran,Firozabad,Tamil Nadu,08-12-2022
10127,Devansh Sekhon,Gandhinagar,Kerala,03-06-2024
10128,Dhanuk Tata,Bangalore,Maharashtra,14-03-2024
10129,Shayak Mangal,Bardhaman,Punjab,25-03-2022
10130,Hrishita Bali,Visakhapatnam,Uttar Pradesh,23-10-2023
10131,Rhea Wali,Bhilai,Delhi,13-07-2025
10132,Jivika Srinivas,Nashik,Maharashtra,05-07-2025
10133,Pari Lanka,Avadi,Rajasthan,06-11-2024
10134,Urvi Sahota,Sri Ganganagar,Karnataka,18-12-2025
10135,Kanav Mahal,Barasat,Gujarat,19-01-2022
10136,Bhavin Chandra,Bellary,Karnataka,20-07-2023
10137,Anaya Bhatt,Panvel,West Bengal,01-12-2021
10138,Tara Mane,Moradabad,Rajasthan,16-12-2023
10139,Saira Rajan,Bhimavaram,Delhi,22-02-2023
10140,Abram Sahota,Noida,Punjab,23-05-2022
10141,Renee Bhatt,Jalgaon,Delhi,15-01-2022
10142,Rohan Krishnamurthy,Gwalior,West Bengal,04-11-2025
10143,Mehul Thakkar,Dhanbad,Uttar Pradesh,06-11-2024
10144,Amira Dewan,Buxar,Tamil Nadu,31-10-2024
10145,Misha Ramesh,Cuttack,Tamil Nadu,11-06-2025
10146,Ishaan Shan,Tiruvottiyur,Tamil Nadu,25-12-2024
10147,Dishani Kohli,Patna,Delhi,07-10-2023
10148,Ryan Sampath,Bally,Punjab,03-01-2024
10149,Yashvi Majumdar,Bhatpara,Delhi,09-02-2023
10150,Myra Tank,Katni,Rajasthan,16-07-2025
10151,Faiyaz Chand,Ghaziabad,West Bengal,14-09-2024
10152,Shanaya Kurian,Begusarai,West Bengal,03-03-2022
10153,Zoya De,Bardhaman,Uttar Pradesh,13-07-2022
10154,Arhaan Bath,Bhopal,Gujarat,20-03-2024
10155,Kashvi Sahota,Karnal,Tamil Nadu,15-10-2022
10156,Nehmat Kumar,Mehsana,Kerala,15-07-2021
10157,Diya Konda,Morbi,Maharashtra,28-03-2022
10158,Prerak Ben,Tezpur,Rajasthan,03-03-2025
10159,Trisha Kannan,Salem,Uttar Pradesh,16-12-2024
10160,Jiya Kant,Rewa,Delhi,09-05-2021
10161,Vaibhav Mani,Asansol,Delhi,12-05-2024
10162,Divit Kalla,Korba,Gujarat,09-10-2022
10163,Divij Sura,Kanpur,Tamil Nadu,26-03-2024
10164,Keya Kunda,Mira-Bhayandar,Rajasthan,29-12-2022
10165,Lakshay Iyer,New Delhi,Punjab,20-04-2024
10166,Dhanuk Samra,Tadipatri,Gujarat,13-09-2022
10167,Jayan Subramaniam,Vijayawada,Delhi,07-09-2023
10168,Taran Kapur,Surendranagar Dudhrej,Kerala,25-11-2025
10169,Ojas Goswami,Tezpur,Uttar Pradesh,17-06-2024
10170,Jhanvi Chanda,Hazaribagh,Tamil Nadu,03-09-2022
10171,Dhanush Chokshi,Allahabad,Kerala,12-07-2024
10172,Siya Dara,Mehsana,Maharashtra,29-06-2025
10173,Hansh D’Alia,Bathinda,Maharashtra,01-06-2024
10174,Vardaniya Agate,Parbhani,Kerala,25-12-2023
10175,Nayantara Dixit,Belgaum,Maharashtra,07-06-2023
10176,Shaan Dhaliwal,Kochi,Delhi,27-12-2023
10177,Hrishita Boase,Jorhat,Gujarat,13-10-2024
10178,Dhanuk Arora,Raiganj,West Bengal,21-05-2022
10179,Armaan Arya,Allahabad,Punjab,06-03-2024
10180,Kismat Krishnan,Bhilai,Tamil Nadu,05-12-2024
10181,Eshani Rajagopalan,Patna,Maharashtra,10-10-2025
10182,Pranay Mangat,Gudivada,Karnataka,10-02-2025
10183,Manikya Lalla,Dewas,Karnataka,03-03-2021
10184,Dishani Choudhry,Howrah,Karnataka,27-07-2021
10185,Kaira Aurora,Madurai,Tamil Nadu,14-05-2023
10186,Sumer Raja,Pondicherry,West Bengal,11-09-2025
10187,Jayant Rout,Allahabad,Rajasthan,19-12-2021
10188,Dhanuk Kashyap,Jalna,Delhi,12-06-2024
10189,Nirvi Balay,Danapur,Rajasthan,23-09-2022
10190,Baiju Srinivasan,Gopalpur,Rajasthan,19-08-2025
10191,Dishani Thaker,Dehradun,Delhi,26-05-2024
10192,Divij Basak,Phusro,Karnataka,24-09-2025
10193,Kiaan Bhakta,Bhiwani,Kerala,28-10-2022
10194,Aarna Manne,Ambala,Tamil Nadu,01-11-2024
10195,Tiya Kari,Visakhapatnam,West Bengal,14-10-2025
10196,Zoya Mallick,Tiruchirappalli,Maharashtra,13-01-2024
10197,Lakshit Mallick,Munger,Maharashtra,14-04-2025
10198,Shayak Din,Panihati,Rajasthan,11-09-2021
10199,Baiju Sastry,Uluberia,Delhi,06-07-2021
10200,Ritvik Kara,Katni,Karnataka,03-01-2021
10201,Gokul Kumar,Burhanpur,Gujarat,20-06-2024
10202,Kabir Mander,Darbhanga,Punjab,02-04-2025
10203,Ehsaan Kapoor,Singrauli,Tamil Nadu,18-10-2024
10204,Seher Chaudhuri,Hubli–Dharwad,Karnataka,20-12-2023
10205,Madhav Yogi,Bareilly,Uttar Pradesh,28-07-2025
10206,Yuvraj  Arora,Rohtak,Delhi,11-01-2025
10207,Vaibhav Chada,Ratlam,Rajasthan,14-07-2023
10208,Onkar Malhotra,Guntur,Gujarat,03-04-2023
10209,Tanya Mane,Kalyan-Dombivli,Karnataka,02-02-2022
10210,Rhea Sankar,Pondicherry,Tamil Nadu,14-09-2021
10211,Vritika Varghese,Narasaraopet,Karnataka,17-03-2025
10212,Kaira Setty,Kirari Suleman Nagar,West Bengal,02-06-2022
10213,Nayantara Chopra,Mysore,Rajasthan,13-05-2024
10214,Eva Basu,Panchkula,Karnataka,07-03-2023
10215,Ranbir Madan,Chapra,Uttar Pradesh,02-09-2022
10216,Ishaan Jaggi,Mysore,Maharashtra,25-05-2021
10217,Azad Mangal,Bhiwandi,Rajasthan,07-07-2021
10218,Trisha Dhingra,Gulbarga,Kerala,22-01-2025
10219,Armaan Rao,Vijayanagaram,Gujarat,21-05-2023
10220,Anahita Baral,Nandyal,Tamil Nadu,25-09-2025
10221,Kabir Kamdar,Tinsukia,West Bengal,07-07-2023
10222,Ela Deo,Vijayanagaram,Rajasthan,09-12-2025
10223,Shlok Kunda,Bikaner,Karnataka,04-02-2022
10224,Sana Sibal,Visakhapatnam,Delhi,02-10-2021
10225,Drishya Shah,Berhampore,Delhi,22-01-2021
10226,Shaan Bahl,Aizawl,Kerala,15-11-2022
10227,Reyansh Gopal,Danapur,West Bengal,24-11-2022
10228,Dishani Dugar,Mirzapur,Maharashtra,21-02-2023
10229,Vritika Dugal,Bardhaman,Tamil Nadu,26-11-2023
10230,Dishani Ramanathan,Bhilai,West Bengal,24-06-2025
10231,Samar Mani,Bilaspur,Karnataka,20-03-2025
10232,Mohanlal Tripathi,Arrah,West Bengal,11-07-2024
10233,Arnav Sanghvi,Gudivada,Tamil Nadu,28-05-2024
10234,Aarna Sur,Ambattur,Maharashtra,06-10-2021
10235,Vardaniya Chana,Saharanpur,Delhi,21-01-2023
10236,Vaibhav Rastogi,Shivpuri,Kerala,26-09-2021
10237,Dhruv Talwar,Siwan,West Bengal,24-07-2024
10238,Sara Gade,Hubli–Dharwad,Tamil Nadu,05-02-2022
10239,Pranay Sura,Gaya,Tamil Nadu,10-10-2023
10240,Raunak Wagle,Khandwa,Punjab,27-05-2024
10241,Shamik Sarkar,Amroha,Maharashtra,30-06-2025
10242,Aradhya Kamdar,Tadipatri,West Bengal,14-08-2022
10243,Ryan Maharaj,Munger,Uttar Pradesh,07-10-2022
10244,Mishti Dhingra,Morena,Delhi,24-12-2024
10245,Renee Kadakia,Chapra,Karnataka,21-01-2024
10246,Vritika Yadav,Bally,Kerala,13-05-2023
10247,Farhan Venkatesh,Ulhasnagar,Tamil Nadu,05-08-2024
10248,Rania Setty,Ambala,Tamil Nadu,05-10-2025
10249,Pranay Jha,Sirsa,Tamil Nadu,12-09-2025
10250,Krish Tailor,Motihari,Punjab,30-10-2025
10251,Prisha Sastry,Khammam,Rajasthan,27-06-2024
10252,Lagan Buch,Berhampur,Delhi,27-05-2021
10253,Jayant Krish,Bihar Sharif,Uttar Pradesh,31-12-2022
10254,Yasmin Madan,Medininagar,Tamil Nadu,22-03-2022
10255,Farhan Sen,Pallavaram,West Bengal,03-08-2022
10256,Nitya Rajagopalan,Rewa,Gujarat,11-12-2021
10257,Sana Yohannan,Haridwar,Uttar Pradesh,18-03-2022
10258,Veer Chaudhari,Phusro,Tamil Nadu,05-01-2025
10259,Urvi Zacharia,Secunderabad,West Bengal,16-07-2021
10260,Miraya Dugal,Bilaspur,Karnataka,31-03-2023
10261,Ehsaan Dhillon,Sirsa,Kerala,20-07-2021
10262,Riaan Lad,Motihari,Maharashtra,30-07-2025
10263,Tanya Mahajan,Burhanpur,Punjab,15-09-2023
10264,Kavya Krishnan,Bidar,Gujarat,20-04-2024
10265,Misha Cherian,Anantapuram,Delhi,24-10-2022
10266,Reyansh Srinivas,Silchar,Delhi,25-05-2025
10267,Onkar Wali,Kavali,Karnataka,04-12-2021
10268,Ishaan Kapadia,Katni,Uttar Pradesh,13-01-2024
10269,Dhanush Kapoor,Tiruchirappalli,Karnataka,14-03-2022
10270,Sara Venkataraman,Surendranagar Dudhrej,West Bengal,01-10-2024
10271,Dhruv Tara,Berhampore,Uttar Pradesh,06-05-2022
10272,Biju Majumdar,Aurangabad,West Bengal,10-10-2024
10273,Aaina Som,Dharmavaram,Gujarat,19-06-2022
10274,Shalv Borra,Kolhapur,Kerala,22-02-2025
10275,Baiju Dugar,Giridih,Gujarat,31-12-2023
10276,Devansh Manda,Raebareli,Maharashtra,09-09-2022
10277,Darshit Ramakrishnan,Mango,Punjab,25-02-2022
10278,Veer Dubey,Orai,Delhi,05-02-2021
10279,Stuvan Raman,Saharanpur,Gujarat,18-04-2023
10280,Gatik Cheema,Khora ,Maharashtra,02-02-2021
10281,Ivan Butala,Rajahmundry,Karnataka,27-06-2023
10282,Advik Cherian,Srikakulam,Rajasthan,22-11-2022
10283,Zoya Gola,Vijayanagaram,Uttar Pradesh,20-08-2021
10284,Ishaan Andra,Mysore,Kerala,05-05-2024
10285,Neelofar Apte,Bhind,Maharashtra,25-08-2025
10286,Anay Sandhu,Raebareli,Tamil Nadu,12-05-2021
10287,Indrans Chopra,Raiganj,Punjab,27-12-2024
10288,Emir Chawla,Gudivada,Maharashtra,12-12-2025
10289,Raghav Sur,Indore,Punjab,21-04-2022
10290,Badal Dara,Asansol,Uttar Pradesh,31-03-2021
10291,Madhup Apte,Patna,Maharashtra,06-01-2021
10292,Shaan Kari,Malda,West Bengal,30-07-2023
10293,Hrishita Lall,Navi Mumbai,Karnataka,20-01-2021
10294,Lakshit Keer,Visakhapatnam,Tamil Nadu,01-01-2023
10295,Taimur Kala,Dehradun,Karnataka,09-10-2022
10296,Dharmajan Hayer,Miryalaguda,West Bengal,27-09-2021
10297,Sahil Sane,Morena,Kerala,15-05-2025
10298,Nishith Deshmukh,Ambala,West Bengal,22-07-2021
10299,Sumer Cherian,Bhusawal,Kerala,22-12-2020
10300,Bhamini Samra,Kochi,West Bengal,01-09-2022
10301,Stuvan Raju,Gwalior,Kerala,16-02-2024
10302,Amani Wali,Yamunanagar,Punjab,24-11-2024
10303,Samiha Chahal,Bahraich,Delhi,01-12-2021
10304,Kiaan Ramakrishnan,Bihar Sharif,Kerala,05-10-2021
10305,Riaan Suri,Eluru,Maharashtra,08-09-2023
10306,Anvi Karpe,Shimla,Maharashtra,07-06-2021
10307,Vanya Singhal,Madhyamgram,Karnataka,04-01-2022
10308,Rohan Kade,Bhiwani,West Bengal,07-06-2024
10309,Divit Dalal,Ambattur,Maharashtra,09-05-2021
10310,Miraya Char,Malda,Kerala,10-04-2023
10311,Tara Batta,Jamalpur,Karnataka,22-09-2022
10312,Azad Bhattacharyya,Ahmedabad,Maharashtra,11-08-2023
10313,Abram Chatterjee,Baranagar,Maharashtra,28-03-2023
10314,Ivana Goda,Chennai,Uttar Pradesh,14-08-2021
10315,Vritika Sinha,Srikakulam,Delhi,16-04-2022
10316,Emir Sheth,Burhanpur,Delhi,04-03-2024
10317,Anvi Magar,Aurangabad,Karnataka,30-08-2024
10318,Jiya Luthra,Mangalore,Gujarat,31-01-2022
10319,Arhaan Tiwari,Udupi,Gujarat,02-08-2022
10320,Aarna Sharma,Dhule,Tamil Nadu,11-05-2021
10321,Ishaan Roy,Amaravati,West Bengal,18-11-2025
10322,Umang Tripathi,Ambattur,Rajasthan,22-12-2024
10323,Tiya Sethi,Panihati,Karnataka,27-02-2023
10324,Alisha Majumdar,Raurkela Industrial Township,Rajasthan,23-03-2025
10325,Pranay Hari,Chapra,Kerala,06-12-2024
10326,Azad Mammen,Karawal Nagar,West Bengal,26-01-2025
10327,Ranbir Basu,Pimpri-Chinchwad,Delhi,22-12-2020
10328,Mahika Ramaswamy,Narasaraopet,Uttar Pradesh,29-03-2024
10329,Ivan Bal,Mango,Karnataka,10-12-2021
10330,Sana Luthra,Tadipatri,Tamil Nadu,13-01-2021
10331,Taimur Saha,Berhampur,Delhi,21-12-2025
10332,Nitara Datta,Chapra,Uttar Pradesh,07-06-2022
10333,Jhanvi Manne,Surat,Tamil Nadu,29-09-2025
10334,Bhamini Deshpande,Maheshtala,Karnataka,26-08-2024
10335,Charvi Ahuja,Tadipatri,Maharashtra,29-11-2025
10336,Nakul Balasubramanian,Saharsa,Delhi,22-08-2022
10337,Khushi Kakar,Sri Ganganagar,Gujarat,29-08-2023
10338,Purab Gala,Muzaffarpur,Tamil Nadu,03-12-2025
10339,Tarini Srinivas,Khora ,West Bengal,21-04-2022
10340,Madhav Bassi,Belgaum,West Bengal,02-08-2021
10341,Divij Aurora,Rajkot,Tamil Nadu,29-08-2023
10342,Alisha Chaudhari,Bilaspur,West Bengal,28-04-2024
10343,Sahil Saha,Kollam,Punjab,29-03-2025
10344,Shayak Biswas,Ichalkaranji,Punjab,04-06-2025
10345,Eshani Dewan,Vellore,Uttar Pradesh,15-09-2021
10346,Zoya Majumdar,Surendranagar Dudhrej,Karnataka,15-08-2021
10347,Inaaya  Bora,Bathinda,Maharashtra,08-11-2023
10348,Arhaan Basak,Ozhukarai,Punjab,26-10-2024
10349,Darshit Chaudhari,Agra,Gujarat,01-12-2025
10350,Anay Ben,Raichur,Maharashtra,13-02-2023
10351,Indrajit Garg,Latur,Uttar Pradesh,17-03-2024
10352,Shayak Thaker,Dharmavaram,Delhi,25-10-2021
10353,Ayesha Karan,Bathinda,Maharashtra,11-02-2023
10354,Arnav Sangha,Tiruchirappalli,Maharashtra,18-11-2024
10355,Farhan Iyer,Berhampur,Maharashtra,20-09-2024
10356,Faiyaz Grover,Jamalpur,Karnataka,24-10-2021
10357,Sana Sandhu,Unnao,Delhi,02-01-2025
10358,Vardaniya Garg,Ambarnath,Tamil Nadu,26-07-2022
10359,Nakul Sinha,Nanded,Punjab,25-09-2023
10360,Ranbir Ranganathan,Bhatpara,Uttar Pradesh,09-08-2022
10361,Misha Choudhury,Bhagalpur,Gujarat,05-04-2021
10362,Kimaya Sengupta,Adoni,West Bengal,26-11-2022
10363,Aaryahi Mander,Patiala,Tamil Nadu,12-11-2022
10364,Darshit Gandhi,Arrah,Uttar Pradesh,03-05-2022
10365,Arhaan Dutt,Tinsukia,Punjab,26-11-2024
10366,Anaya Basak,Bongaigaon,Maharashtra,10-08-2022
10367,Vidur Srinivasan,Berhampore,Uttar Pradesh,20-01-2023
10368,Vidur Loyal,Fatehpur,Uttar Pradesh,14-05-2024
10369,Dhanuk Zachariah,Chennai,Tamil Nadu,21-06-2024
10370,Veer Choudhury,Kamarhati,Karnataka,06-04-2025
10371,Mishti Dani,Motihari,Rajasthan,14-01-2025
10372,Pranay Konda,Phagwara,West Bengal,17-03-2025
10373,Riya Jaggi,Jhansi,Karnataka,11-01-2023
10374,Saira Sibal,Vellore,West Bengal,15-12-2025
10375,Aarush Raja,Ulhasnagar,Kerala,21-07-2024
10376,Purab Swamy,Patna,Maharashtra,19-08-2025
10377,Samar Rout,Kumbakonam,Karnataka,21-08-2024
10378,Rania Chaudhry,Jaipur,Kerala,25-08-2025
10379,Hunar Wadhwa,Katni,West Bengal,18-07-2021
10380,Faiyaz Bakshi,Rewa,Kerala,25-10-2024
10381,Prisha Tank,Aurangabad,Kerala,17-10-2023
10382,Trisha Chhabra,Bardhaman,Tamil Nadu,29-07-2023
10383,Suhana Mall,Panihati,Uttar Pradesh,05-02-2022
10384,Urvi Sarkar,Raipur,Kerala,01-09-2022
10385,Samaira Sekhon,Bhusawal,Maharashtra,20-02-2022
10386,Parinaaz Dugar,Ramagundam,Karnataka,30-04-2025
10387,Anahi Walla,Eluru,Kerala,20-06-2023
10388,Jiya Vyas,Panchkula,Kerala,25-03-2021
10389,Mamooty Deo,Yamunanagar,Kerala,09-01-2023
10390,Keya Devi,Anantapuram,Karnataka,30-10-2024
10391,Ryan Walla,Khora ,Karnataka,24-12-2021
10392,Divyansh Varghese,Shahjahanpur,West Bengal,04-04-2022
10393,Anahi Malhotra,Madanapalle,West Bengal,30-01-2021
10394,Parinaaz Luthra,Kumbakonam,West Bengal,16-10-2025
10395,Navya Borde,Jamnagar,Delhi,04-09-2021
10396,Aarush Bandi,Bihar Sharif,Kerala,20-08-2024
10397,Neelofar Deshpande,New Delhi,West Bengal,25-05-2025
10398,Manikya Bhasin,Indore,Tamil Nadu,29-08-2024
10399,Krish Gade,Nagercoil,Tamil Nadu,04-05-2021
10400,Jayan Rama,Chapra,Gujarat,23-11-2022
10401,Manjari Dutta,Kolhapur,Rajasthan,15-04-2021
10402,Ryan Chand,Latur,Maharashtra,30-08-2024
10403,Pranay Bhavsar,Madhyamgram,Tamil Nadu,22-09-2025
10404,Adira Balay,Varanasi,Rajasthan,12-07-2023
10405,Neysa Mammen,Dharmavaram,Gujarat,03-09-2021
10406,Kismat Divan,Mira-Bhayandar,Punjab,27-03-2023
10407,Yasmin Borde,Rajpur Sonarpur,West Bengal,29-05-2025
10408,Myra Bawa,Kumbakonam,Delhi,12-01-2021
10409,Charvi Vaidya,Rourkela,Maharashtra,09-08-2021
10410,Aaina Kale,Indore,West Bengal,09-06-2021
10411,Dhruv Kohli,Rewa,Karnataka,02-12-2023
10412,Farhan Jayaraman,North Dumdum,Gujarat,02-01-2024
10413,Alia Sarna,Hyderabad,Tamil Nadu,20-06-2025
10414,Zoya Balasubramanian,Indore,Karnataka,24-04-2023
10415,Aayush Ganguly,Dehradun,Tamil Nadu,31-01-2025
10416,Badal Kanda,Aurangabad,Punjab,25-05-2024
10417,Mohanlal Shan,Belgaum,Maharashtra,21-09-2024
10418,Sana Bhatnagar,Mahbubnagar,Karnataka,16-05-2022
10419,Baiju Dara,Belgaum,Kerala,22-02-2023
10420,Anay Verma,Eluru,Tamil Nadu,20-09-2021
10421,Diya Wable,Dharmavaram,Kerala,13-03-2024
10422,Ayesha Deshpande,Gwalior,Punjab,17-01-2021
10423,Aradhya Sood,Gaya,Punjab,15-01-2024
10424,Hazel Bobal,Udaipur,West Bengal,17-07-2022
10425,Chirag Kari,Kulti,Rajasthan,03-09-2023
10426,Kavya Sengupta,Mahbubnagar,Tamil Nadu,25-06-2022
10427,Jayesh Sem,Kozhikode,Uttar Pradesh,14-12-2024
10428,Sahil Mannan,Sri Ganganagar,Rajasthan,01-04-2023
10429,Myra Gera,Ranchi,Maharashtra,31-12-2021
10430,Khushi Bora,Berhampur,Rajasthan,16-02-2021
10431,Lavanya Dugal,Tumkur,Tamil Nadu,22-07-2022
10432,Siya Chakrabarti,Jaipur,Punjab,07-06-2023
10433,Akarsh Dada,Jammu,Karnataka,01-11-2021
10434,Eva Seth,Dehradun,Delhi,07-11-2023
10435,Dharmajan Zachariah,Dehradun,Tamil Nadu,29-02-2024
10436,Aradhya Barman,Srinagar,Uttar Pradesh,30-03-2025
10437,Dharmajan Sarma,Madurai,Tamil Nadu,03-11-2024
10438,Krish Bora,Hajipur,Punjab,08-12-2021
10439,Hunar Baral,Gorakhpur,Rajasthan,02-11-2022
10440,Parinaaz Bir,Machilipatnam,West Bengal,12-04-2021
10441,Arnav Mannan,Lucknow,Punjab,08-02-2023
10442,Kismat Hora,Guna,Gujarat,02-02-2025
10443,Tara Chander,Saharanpur,Gujarat,27-03-2023
10444,Jivin Barad,Gwalior,Maharashtra,24-07-2023
10445,Jiya Balan,Nadiad,Karnataka,26-01-2021
10446,Trisha Hegde,Kishanganj,Punjab,15-10-2022
10447,Manikya Dutta,Jalgaon,Uttar Pradesh,13-03-2022
10448,Hansh Mann,Shivpuri,West Bengal,20-08-2023
10449,Eshani Issac,Jehanabad,Rajasthan,27-01-2024
10450,Samaira Buch,Kolhapur,Kerala,24-08-2022
10451,Yuvaan Bail,Orai,Delhi,11-01-2025
10452,Rati Sarin,Dhanbad,Rajasthan,11-07-2025
10453,Kashvi Jain,Gulbarga,Tamil Nadu,23-04-2021
10454,Yakshit Bhavsar,Surat,Maharashtra,23-03-2023
10455,Ranbir Dhawan,Tiruvottiyur,Maharashtra,28-01-2021
10456,Shanaya Hayer,Warangal,Kerala,06-03-2024
10457,Diya Bhatia,Asansol,Rajasthan,08-04-2021
10458,Myra Hegde,Davanagere,Delhi,04-12-2024
10459,Zara Wali,Ambattur,Punjab,11-12-2025
10460,Dhruv Iyer,Panvel,Tamil Nadu,21-09-2021
10461,Samar Bora,Gandhidham,Karnataka,08-06-2023
10462,Khushi Aggarwal,Malda,Tamil Nadu,07-12-2021
10463,Yuvaan Ben,Khammam,Kerala,12-01-2025
10464,Advika Lall,Coimbatore,Delhi,01-11-2023
10465,Alia Sani,Haridwar,Uttar Pradesh,16-05-2022
10466,Nirvaan Banik,Kozhikode,Karnataka,12-10-2021
10467,Anaya Randhawa,Machilipatnam,Maharashtra,25-07-2021
10468,Anika Gopal,Guna,Rajasthan,29-06-2023
10469,Yuvraj  Sankar,Coimbatore,Uttar Pradesh,12-09-2024
10470,Ehsaan Dyal,Tiruchirappalli,West Bengal,09-04-2025
10471,Samar Biswas,Rajpur Sonarpur,Uttar Pradesh,19-02-2025
10472,Rohan Shenoy,Nandyal,Gujarat,16-02-2025
10473,Arhaan Tiwari,Latur,West Bengal,05-01-2025
10474,Manikya Wali,Rohtak,West Bengal,10-11-2023
10475,Alia Bala,Warangal,Karnataka,06-07-2025
10476,Biju Saran,Solapur,Karnataka,14-04-2024
10477,Neysa Datta,Machilipatnam,Punjab,06-09-2021
10478,Piya Korpal,Bangalore,Rajasthan,11-08-2025
10479,Mahika Anne,Avadi,Rajasthan,27-01-2021
10480,Ehsaan Bava,Junagadh,Punjab,26-12-2023
10481,Tanya Lad,Moradabad,West Bengal,09-01-2022
10482,Amani Dhingra,Junagadh,Maharashtra,21-11-2025
10483,Lakshay Chaudry,Rajkot,Delhi,07-03-2023
10484,Romil Kaur,Chittoor,Karnataka,12-05-2022
10485,Anahita Shanker,Nagercoil,Rajasthan,23-05-2023
10486,Kabir Rajan,Panihati,Uttar Pradesh,31-01-2022
10487,Raghav Suri,Udupi,Gujarat,09-10-2023
10488,Azad Wason,Maheshtala,West Bengal,04-10-2022
